mode,run_id,shared_prefix_tokens_target,shared_prefix_tokens_actual,unique_suffix_tokens_target,unique_suffix_tokens_actual,num_requests,output_tokens,repeat,total_e2e_latency,per_request_latency_mean,per_request_ttft_mean,per_request_decode_time_mean,prefix_token_ids_exact_match,client_repeated_prefix_tokens,stream,output_length_control_requested,num_success,num_failed,status,error,prefix_cache_queries_delta,prefix_cache_hits_delta,cached_prompt_tokens_delta,prompt_tokens_delta,generation_tokens_delta,num_requests_running_delta,num_requests_waiting_delta,gpu_kv_cache_usage_delta,request_queue_time_delta,request_prefill_time_delta,request_decode_time_delta,ttft_delta,tpot_delta,e2e_latency_delta,prefix_cache_metrics_reliable,metrics_error
prefix,pr2_v2,4096,4108,256,264,2,128,1,1.2617721557617188,1.2452116012573242,0.1044999361038208,1.1407116651535034,True,4096,True,True,2,0,ok,,8802.0,8800.0,8800.0,8802.0,256.0,0.0,0.0,0.0,1.6993843019008636e-05,0.03287475788965821,2.289706038311124,0.14629101753234863,0.0,2.4354825019836426,True,
prefix,pr2_v2,4096,4108,256,264,2,128,2,1.2599334716796875,1.2439088821411133,0.10273230075836182,1.1411765813827515,True,4096,True,True,2,0,ok,,8802.0,8800.0,8800.0,8802.0,256.0,0.0,0.0,0.0,1.0697171092033386e-05,0.03125943802297115,2.289838758762926,0.14420223236083984,0.0,2.4337682723999023,True,
prefix,pr2_v2,4096,4108,256,264,4,128,0,1.338573694229126,1.3061951398849487,0.15652966499328613,1.1496654748916626,True,12288,True,True,4,0,ok,,17604.0,17600.0,17600.0,17604.0,512.0,0.0,0.0,0.0,7.462920621037483e-05,0.07588510820642114,4.642336298711598,0.4104146957397461,0.0,5.052269697189331,True,
prefix,pr2_v2,4096,4108,256,264,4,128,1,1.3434038162231445,1.3091713786125183,0.15678304433822632,1.152388334274292,True,12288,True,True,4,0,ok,,17604.0,17600.0,17600.0,17604.0,512.0,0.0,0.0,0.0,7.372675463557243e-05,0.07480771047994494,4.642757448833436,0.41680383682250977,0.0,5.059402704238892,True,
prefix,pr2_v2,4096,4108,256,264,4,128,2,1.3446040153503418,1.3113689422607422,0.1532191038131714,1.1581498384475708,True,12288,True,True,4,0,ok,,17604.0,17600.0,17600.0,17604.0,512.0,0.0,0.0,0.0,4.1046179831027985e-05,0.07298519276082516,4.64834810141474,0.40969419479370117,0.0,5.058349370956421,True,
prefix,pr2_v2,4096,4108,256,264,8,128,0,1.5526225566864014,1.4783687591552734,0.27911749482154846,1.199251264333725,True,28672,True,True,8,0,ok,,35208.0,35200.0,35200.0,35208.0,1024.0,0.0,0.0,0.0,0.00011154497042298317,0.11054731253534555,9.7698416528292,1.2373464107513428,0.0,11.010053873062134,True,
prefix,pr2_v2,4096,4108,256,264,8,128,1,1.5198712348937988,1.4493095576763153,0.24925750494003296,1.2000520527362823,True,28672,True,True,8,0,ok,,35208.0,35200.0,35200.0,35208.0,1024.0,0.0,0.0,0.0,0.000344784464687109,0.20546832447871566,9.765328088775277,1.1289503574371338,0.0,10.893969774246216,True,
prefix,pr2_v2,4096,4108,256,264,8,128,2,1.5090439319610596,1.442874699831009,0.2432880699634552,1.1995866298675537,True,28672,True,True,8,0,ok,,35208.0,35200.0,35200.0,35208.0,1024.0,0.0,0.0,0.0,0.00011945376172661781,0.15895576030015945,9.776197685394436,1.0665185451507568,0.0,10.831309080123901,True,
prefix,pr2_v2,4096,4109,512,520,2,128,0,1.2406151294708252,1.2289859056472778,0.0871049165725708,1.141880989074707,True,4096,True,True,2,0,ok,,9316.0,9312.0,9312.0,9316.0,256.0,0.0,0.0,0.0,1.1026859283447266e-05,0.030326656065881252,2.2916874983347952,0.12394928932189941,0.0,2.4155735969543457,True,
prefix,pr2_v2,4096,4109,512,520,2,128,1,1.259394645690918,1.2431596517562866,0.10394549369812012,1.1392141580581665,True,4096,True,True,2,0,ok,,9316.0,9312.0,9312.0,9316.0,256.0,0.0,0.0,0.0,3.697909414768219e-05,0.032852974720299244,2.2867988445796072,0.14619779586791992,0.0,2.432722806930542,True,
