run_id,policy,config_id,schedule_jsonl,llm_events,cached_tokens,recompute_tokens,local_context_bytes,remote_context_bytes,schedule_remote_kv_bytes,simulator_remote_kv_bytes,schedule_match_error,prefetch_bytes,tool_latency_hidden,eviction_count,completed_sessions,total_sessions,starvation_count
pr4_v12_acd_nisp_aligned_v10_stratified_ts128_al32_er1_arrbursty_mem16,acd_nisp,aligned_v10_stratified:ts128:al32:er1:arrbursty:mem16,data/schedules/pr4_v12_acd_nisp_aligned_v10_stratified_ts128_al32_er1_arrbursty_mem16_schedule.jsonl,1303,5677655,29532,325579448320,0,0.0,0.0,0.0,0,0.0,0,128,128,0
pr4_v12_stp_ae_aligned_v10_stratified_ts128_al32_er1_arrbursty_mem16,STP-AE,aligned_v10_stratified:ts128:al32:er1:arrbursty:mem16,data/schedules/pr4_v12_stp_ae_aligned_v10_stratified_ts128_al32_er1_arrbursty_mem16_schedule.jsonl,1303,5677655,29532,325579448320,0,0.0,0.0,0.0,183723,0.7569680213928223,0,128,128,0
pr4_v12_taps_c_v3_aligned_v10_stratified_ts128_al32_er1_arrbursty_mem16,TAPS-C-v3,aligned_v10_stratified:ts128:al32:er1:arrbursty:mem16,data/schedules/pr4_v12_taps_c_v3_aligned_v10_stratified_ts128_al32_er1_arrbursty_mem16_schedule.jsonl,1303,5677655,29532,325579448320,0,0.0,0.0,0.0,0,0.0,0,128,128,0
pr4_v12_taps_c_v3_stp_ae_top3_aligned_v10_stratified_ts128_al32_er1_arrbursty_mem16,TAPS-C-v3 + STP-AE-top3,aligned_v10_stratified:ts128:al32:er1:arrbursty:mem16,data/schedules/pr4_v12_taps_c_v3_stp_ae_top3_aligned_v10_stratified_ts128_al32_er1_arrbursty_mem16_schedule.jsonl,1303,5677655,29532,325579448320,0,0.0,0.0,0.0,183723,0.7569680213928223,0,128,128,0
pr4_v12_full_agentweaver_aligned_v10_stratified_ts128_al32_er1_arrbursty_mem16,full AgentWeaver,aligned_v10_stratified:ts128:al32:er1:arrbursty:mem16,data/schedules/pr4_v12_full_agentweaver_aligned_v10_stratified_ts128_al32_er1_arrbursty_mem16_schedule.jsonl,1303,5677655,29532,325579448320,0,0.0,0.0,0.0,183723,0.7569680213928223,0,128,128,0
pr4_v12_acd_nisp_aligned_v10_stratified_ts128_al4_er1_arrpoisson_mem64,acd_nisp,aligned_v10_stratified:ts128:al4:er1:arrpoisson:mem64,data/schedules/pr4_v12_acd_nisp_aligned_v10_stratified_ts128_al4_er1_arrpoisson_mem64_schedule.jsonl,1303,5677655,29532,325579448320,0,0.0,0.0,0.0,0,0.0,0,128,128,0
pr4_v12_stp_ae_aligned_v10_stratified_ts128_al4_er1_arrpoisson_mem64,STP-AE,aligned_v10_stratified:ts128:al4:er1:arrpoisson:mem64,data/schedules/pr4_v12_stp_ae_aligned_v10_stratified_ts128_al4_er1_arrpoisson_mem64_schedule.jsonl,1303,5677655,29532,325579448320,0,0.0,0.0,0.0,183723,0.7569680213928223,0,128,128,0
pr4_v12_taps_c_v3_aligned_v10_stratified_ts128_al4_er1_arrpoisson_mem64,TAPS-C-v3,aligned_v10_stratified:ts128:al4:er1:arrpoisson:mem64,data/schedules/pr4_v12_taps_c_v3_aligned_v10_stratified_ts128_al4_er1_arrpoisson_mem64_schedule.jsonl,1303,5677655,29532,325579448320,0,0.0,0.0,0.0,0,0.0,0,128,128,0
pr4_v12_taps_c_v3_stp_ae_top3_aligned_v10_stratified_ts128_al4_er1_arrpoisson_mem64,TAPS-C-v3 + STP-AE-top3,aligned_v10_stratified:ts128:al4:er1:arrpoisson:mem64,data/schedules/pr4_v12_taps_c_v3_stp_ae_top3_aligned_v10_stratified_ts128_al4_er1_arrpoisson_mem64_schedule.jsonl,1303,5677655,29532,325579448320,0,0.0,0.0,0.0,183723,0.7569680213928223,0,128,128,0
pr4_v12_full_agentweaver_aligned_v10_stratified_ts128_al4_er1_arrpoisson_mem64,full AgentWeaver,aligned_v10_stratified:ts128:al4:er1:arrpoisson:mem64,data/schedules/pr4_v12_full_agentweaver_aligned_v10_stratified_ts128_al4_er1_arrpoisson_mem64_schedule.jsonl,1303,5677655,29532,325579448320,0,0.0,0.0,0.0,183723,0.7569680213928223,0,128,128,0
pr4_v12_acd_nisp_aligned_v10_stratified_ts16_al4_er1_arrclosed_loop_mem8,acd_nisp,aligned_v10_stratified:ts16:al4:er1:arrclosed_loop:mem8,data/schedules/pr4_v12_acd_nisp_aligned_v10_stratified_ts16_al4_er1_arrclosed_loop_mem8_schedule.jsonl,155,657180,8510,37685329920,0,0.0,0.0,0.0,0,0.0,0,16,16,0
pr4_v12_stp_ae_aligned_v10_stratified_ts16_al4_er1_arrclosed_loop_mem8,STP-AE,aligned_v10_stratified:ts16:al4:er1:arrclosed_loop:mem8,data/schedules/pr4_v12_stp_ae_aligned_v10_stratified_ts16_al4_er1_arrclosed_loop_mem8_schedule.jsonl,155,657180,8510,37685329920,0,0.0,0.0,0.0,184295,0.7569680213928223,0,16,16,0
pr4_v12_taps_c_v3_aligned_v10_stratified_ts16_al4_er1_arrclosed_loop_mem8,TAPS-C-v3,aligned_v10_stratified:ts16:al4:er1:arrclosed_loop:mem8,data/schedules/pr4_v12_taps_c_v3_aligned_v10_stratified_ts16_al4_er1_arrclosed_loop_mem8_schedule.jsonl,155,657180,8510,37685329920,0,0.0,0.0,0.0,0,0.0,0,16,16,0
pr4_v12_taps_c_v3_stp_ae_top3_aligned_v10_stratified_ts16_al4_er1_arrclosed_loop_mem8,TAPS-C-v3 + STP-AE-top3,aligned_v10_stratified:ts16:al4:er1:arrclosed_loop:mem8,data/schedules/pr4_v12_taps_c_v3_stp_ae_top3_aligned_v10_stratified_ts16_al4_er1_arrclosed_loop_mem8_schedule.jsonl,155,657180,8510,37685329920,0,0.0,0.0,0.0,184295,0.7569680213928223,0,16,16,0
pr4_v12_full_agentweaver_aligned_v10_stratified_ts16_al4_er1_arrclosed_loop_mem8,full AgentWeaver,aligned_v10_stratified:ts16:al4:er1:arrclosed_loop:mem8,data/schedules/pr4_v12_full_agentweaver_aligned_v10_stratified_ts16_al4_er1_arrclosed_loop_mem8_schedule.jsonl,155,657180,8510,37685329920,0,0.0,0.0,0.0,184295,0.7569680213928223,0,16,16,0
pr4_v12_acd_nisp_aligned_v10_stratified_ts16_al16_er2_arrbursty_mem16,acd_nisp,aligned_v10_stratified:ts16:al16:er2:arrbursty:mem16,data/schedules/pr4_v12_acd_nisp_aligned_v10_stratified_ts16_al16_er2_arrbursty_mem16_schedule.jsonl,155,652181,13509,19563307008,17835360256,17835360256.0,17835360256.0,0.0,0,0.0,0,16,16,0
pr4_v12_stp_ae_aligned_v10_stratified_ts16_al16_er2_arrbursty_mem16,STP-AE,aligned_v10_stratified:ts16:al16:er2:arrbursty:mem16,data/schedules/pr4_v12_stp_ae_aligned_v10_stratified_ts16_al16_er2_arrbursty_mem16_schedule.jsonl,155,652181,13509,19563307008,17835360256,17835360256.0,17835360256.0,0.0,184295,0.7569680213928223,0,16,16,0
pr4_v12_taps_c_v3_aligned_v10_stratified_ts16_al16_er2_arrbursty_mem16,TAPS-C-v3,aligned_v10_stratified:ts16:al16:er2:arrbursty:mem16,data/schedules/pr4_v12_taps_c_v3_aligned_v10_stratified_ts16_al16_er2_arrbursty_mem16_schedule.jsonl,155,654018,11672,21377556480,16126451712,16126451712.0,16126451712.0,0.0,0,0.0,0,16,16,0
pr4_v12_taps_c_v3_stp_ae_top3_aligned_v10_stratified_ts16_al16_er2_arrbursty_mem16,TAPS-C-v3 + STP-AE-top3,aligned_v10_stratified:ts16:al16:er2:arrbursty:mem16,data/schedules/pr4_v12_taps_c_v3_stp_ae_top3_aligned_v10_stratified_ts16_al16_er2_arrbursty_mem16_schedule.jsonl,155,654018,11672,21377556480,16126451712,16126451712.0,16126451712.0,0.0,184295,0.7569680213928223,0,16,16,0
pr4_v12_full_agentweaver_aligned_v10_stratified_ts16_al16_er2_arrbursty_mem16,full AgentWeaver,aligned_v10_stratified:ts16:al16:er2:arrbursty:mem16,data/schedules/pr4_v12_full_agentweaver_aligned_v10_stratified_ts16_al16_er2_arrbursty_mem16_schedule.jsonl,155,654018,11672,21377556480,16126451712,16126451712.0,16126451712.0,0.0,184295,0.7569680213928223,0,16,16,0
pr4_v12_acd_nisp_aligned_v10_stratified_ts128_al16_er16_arrbursty_mem64,acd_nisp,aligned_v10_stratified:ts128:al16:er16:arrbursty:mem64,data/schedules/pr4_v12_acd_nisp_aligned_v10_stratified_ts128_al16_er16_arrbursty_mem64_schedule.jsonl,1303,5644720,62467,21111078912,302579744768,1422829821952.0,1422829821952.0,0.0,0,0.0,0,128,128,0
pr4_v12_stp_ae_aligned_v10_stratified_ts128_al16_er16_arrbursty_mem64,STP-AE,aligned_v10_stratified:ts128:al16:er16:arrbursty:mem64,data/schedules/pr4_v12_stp_ae_aligned_v10_stratified_ts128_al16_er16_arrbursty_mem64_schedule.jsonl,1303,5644720,62467,21111078912,302579744768,1422829821952.0,1422829821952.0,0.0,183723,0.7569680213928223,0,128,128,0
pr4_v12_taps_c_v3_aligned_v10_stratified_ts128_al16_er16_arrbursty_mem64,TAPS-C-v3,aligned_v10_stratified:ts128:al16:er16:arrbursty:mem64,data/schedules/pr4_v12_taps_c_v3_aligned_v10_stratified_ts128_al16_er16_arrbursty_mem64_schedule.jsonl,1303,5666789,40398,145899823104,179056525312,304851140608.0,304851140608.0,0.0,0,0.0,0,128,128,0
pr4_v12_taps_c_v3_stp_ae_top3_aligned_v10_stratified_ts128_al16_er16_arrbursty_mem64,TAPS-C-v3 + STP-AE-top3,aligned_v10_stratified:ts128:al16:er16:arrbursty:mem64,data/schedules/pr4_v12_taps_c_v3_stp_ae_top3_aligned_v10_stratified_ts128_al16_er16_arrbursty_mem64_schedule.jsonl,1303,5666789,40398,145899823104,179056525312,304851140608.0,304851140608.0,0.0,183723,0.7569680213928223,0,128,128,0
pr4_v12_full_agentweaver_aligned_v10_stratified_ts128_al16_er16_arrbursty_mem64,full AgentWeaver,aligned_v10_stratified:ts128:al16:er16:arrbursty:mem64,data/schedules/pr4_v12_full_agentweaver_aligned_v10_stratified_ts128_al16_er16_arrbursty_mem64_schedule.jsonl,1303,5666789,40398,145899823104,179056525312,304851140608.0,304851140608.0,0.0,183723,0.7569680213928223,0,128,128,0
