row_type,policy,event_id,actual_tool_class,actual_safe,predicted_top3,launched,tool_latency,tool_latency_hidden,wasted_speculative_work,speculation_hit,safety_violation,simulated_tool_jct,events,mean_jct,p95_jct,mean_jct_gain,p95_jct_gain,speculation_hit_rate,safe_coverage,cost_overhead,safety_violations,stp_gain
event,stp_top1,django__django-11964:b2:tool4,file_read,false,"[""list_find"", ""file_read"", ""python_inspect""]","[""list_find""]",0.24672293663024902,0.0,0.20526623725891113,false,0,0.24672293663024902,,,,,,,,,,
event,stp_top3_budgeted,django__django-11964:b2:tool4,file_read,false,"[""list_find"", ""file_read"", ""python_inspect""]","[""list_find""]",0.24672293663024902,0.0,0.20526623725891113,false,0,0.24672293663024902,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b2:tool4,file_read,false,"[""list_find"", ""file_read"", ""python_inspect""]",[],0.24672293663024902,0.0,0,false,0,0.24672293663024902,,,,,,,,,,
event,no_stp,django__django-11964:b2:tool5,list_find,true,"[""list_find"", ""file_read"", ""shell_other""]",[],0.24939465522766113,0.0,0,false,0,0.24939465522766113,,,,,,,,,,
event,stp_top1,django__django-11964:b2:tool5,list_find,true,"[""list_find"", ""file_read"", ""shell_other""]","[""list_find""]",0.24939465522766113,0.24939465522766113,0.0,true,0,0.0,,,,,,,,,,
event,stp_top3_budgeted,django__django-11964:b2:tool5,list_find,true,"[""list_find"", ""file_read"", ""shell_other""]","[""list_find""]",0.24939465522766113,0.24939465522766113,0.0,true,0,0.0,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b2:tool5,list_find,true,"[""list_find"", ""file_read"", ""shell_other""]","[""list_find""]",0.24939465522766113,0.24939465522766113,0.0,true,0,0.0,,,,,,,,,,
event,no_stp,django__django-11964:b2:tool7,list_find,true,"[""list_find"", ""file_read"", ""python_inspect""]",[],0.2536451816558838,0.0,0,false,0,0.2536451816558838,,,,,,,,,,
event,stp_top1,django__django-11964:b2:tool7,list_find,true,"[""list_find"", ""file_read"", ""python_inspect""]","[""list_find""]",0.2536451816558838,0.2536451816558838,0.0,true,0,0.0,,,,,,,,,,
event,stp_top3_budgeted,django__django-11964:b2:tool7,list_find,true,"[""list_find"", ""file_read"", ""python_inspect""]","[""list_find""]",0.2536451816558838,0.2536451816558838,0.0,true,0,0.0,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b2:tool7,list_find,true,"[""list_find"", ""file_read"", ""python_inspect""]","[""list_find""]",0.2536451816558838,0.2536451816558838,0.0,true,0,0.0,,,,,,,,,,
event,no_stp,django__django-11964:b3:tool1,file_read,false,"[""list_find"", ""file_read"", ""shell_other""]",[],0.24588847160339355,0.0,0,false,0,0.24588847160339355,,,,,,,,,,
event,stp_top1,django__django-11964:b3:tool1,file_read,false,"[""list_find"", ""file_read"", ""shell_other""]","[""list_find""]",0.24588847160339355,0.0,0.20526623725891113,false,0,0.24588847160339355,,,,,,,,,,
event,stp_top3_budgeted,django__django-11964:b3:tool1,file_read,false,"[""list_find"", ""file_read"", ""shell_other""]","[""list_find""]",0.24588847160339355,0.0,0.20526623725891113,false,0,0.24588847160339355,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b3:tool1,file_read,false,"[""list_find"", ""file_read"", ""shell_other""]",[],0.24588847160339355,0.0,0,false,0,0.24588847160339355,,,,,,,,,,
event,no_stp,django__django-11964:b3:tool7,list_find,true,"[""list_find"", ""file_read"", ""shell_other""]",[],0.25525641441345215,0.0,0,false,0,0.25525641441345215,,,,,,,,,,
event,stp_top1,django__django-11964:b3:tool7,list_find,true,"[""list_find"", ""file_read"", ""shell_other""]","[""list_find""]",0.25525641441345215,0.25525641441345215,0.0,true,0,0.0,,,,,,,,,,
event,stp_top3_budgeted,django__django-11964:b3:tool7,list_find,true,"[""list_find"", ""file_read"", ""shell_other""]","[""list_find""]",0.25525641441345215,0.25525641441345215,0.0,true,0,0.0,,,,,,,,,,
event,stp_oracle_upper_bound,django__django-11964:b3:tool7,list_find,true,"[""list_find"", ""file_read"", ""shell_other""]","[""list_find""]",0.25525641441345215,0.25525641441345215,0.0,true,0,0.0,,,,,,,,,,
event,no_stp,django__django-11964:b3:tool8,file_read,false,"[""list_find"", ""file_read"", ""python_inspect""]",[],0.26826047897338867,0.0,0,false,0,0.26826047897338867,,,,,,,,,,
event,stp_top1,django__django-11964:b3:tool8,file_read,false,"[""list_find"", ""file_read"", ""python_inspect""]","[""list_find""]",0.26826047897338867,0.0,0.20526623725891113,false,0,0.26826047897338867,,,,,,,,,,
